,name,rating,reviews,salary,interviews,jobs
9158,Rotary Engineering,4.1,120,322,4,--
9159,Bilt,4.2,120,484,9,--
9160,Oncospark India Private Limited,3.8,120,579,8,14
9161,Vectone Mobile,1.8,120,566,12,--
9162,Nimap Infotech,3.4,120,592,33,--
9163,Mumbai Metro One,3.9,120,583,6,--
9164,Sandip University,3.2,120,385,8,--
9165,S.R. Batliboi & Associates,3.0,120,1.4k,5,--
9166,Vital Laboratories,3.3,120,791,8,6
9167,Eduquity Career Technologies,3.5,120,551,10,--
9168,Biomatrix Healthcare,3.6,120,524,13,2
9169,Reliable Spaces,2.6,120,424,11,--
9170,Sonepar,4.1,120,586,5,10
9171,Indiana Gratings,3.4,120,460,7,24
9172,Mahatma Gandhi Medical College & Hospital,4.0,120,458,10,--
9173,Glory Global Solutions (south Asia),3.4,120,432,6,--
9174,Qseap Infotech,3.7,120,638,20,6
9175,The Hi-tech Robotic Systemz,3.9,120,528,13,12
9176,ICG Medical,2.4,120,523,7,22
9177,GoApptiv,4.0,120,317,4,--
9178,Uttam Sugar Mills,3.9,120,399,5,--
9179,S10 Healthcare Solutions,3.7,120,317,7,5
9180,The Hi-tech Robotic Systemz,3.9,120,528,13,12
9181,Mahatma Gandhi Medical College & Hospital,4.0,120,458,10,--
9182,Gandour India Food Processing,4.2,120,421,5,1
9183,S10 Healthcare Solutions,3.7,120,317,7,5
9184,Uttam Sugar Mills,3.9,120,399,5,--
9185,Oorja Technical Services,3.6,120,426,7,1
9186,Seth Anandram Jaipuria School,3.7,120,469,8,--
9187,ABB GISL,4.0,120,811,10,--
9188,Paranjape Autocast,3.4,120,566,4,6
9189,Saboo RKS Motor,4.0,120,420,7,--
9190,Rocket Software,4.2,120,1.1k,16,16
9191,Gemba Concepts,3.1,120,380,15,17
9192,Lighthouse Learning,3.5,120,679,4,18
9193,Hipad Technology India,4.0,119,394,3,--
9194,inTarvo Technologies,4.4,119,351,1,--
9195,DAS Offshore Engineering,3.8,119,530,5,6
9196,Centuary Fibre Plates,4.2,119,505,6,--
9197,AEREN IT Solutions,2.7,119,508,9,--
9198,Advance Decorative Laminates Private Limited,4.3,119,377,7,5
9199,Integral University,3.6,119,363,3,--
9200,BEKEM Infra Projects,3.7,119,392,6,--
9201,Yuto Printing and Packaging,3.5,119,710,19,--
9202,Rolex Rings,3.6,119,536,4,9
9203,MAHLE Engineering,3.9,119,666,13,--
9204,Gadre Marine Export,3.6,119,533,7,3
9205,Mindspace Outsourcing Services,3.8,119,288,5,7
9206,Travclan Technology India,3.5,119,531,61,29
9207,Unislink,2.8,119,729,8,8
9208,Gandhar Oil Refinery India,3.3,119,495,8,--
9209,Covenant Consultants,4.2,119,663,10,--
9210,Renishaw Metrology Systems Limited,4.0,119,620,12,2
9211,Earlyjobs,4.8,119,11,36,--
9212,Finolex Plasson Industries,4.1,118,388,4,--
9213,Anna University,4.0,119,662,12,--
9214,INDI IT SOLUTIONS,4.5,119,98,2,--
9215,Auxein Medical,3.3,119,526,11,5
9216,Chumbak Design,3.4,119,448,7,--
9217,TEXILA AMERICAN UNIVERSITY,4.1,119,218,6,1
9218,Josh Software,3.0,119,1k,20,--
9219,Entra Solutions,3.4,119,530,11,--
9220,TEXILA AMERICAN UNIVERSITY,4.1,119,218,6,1
9221,Chumbak Design,3.4,119,448,7,--
9222,Auxein Medical,3.3,119,526,11,5
9223,Kyocera Document Solutions India,3.4,119,556,9,--
9224,Josh Software,3.0,119,1k,20,--
9225,Centuary Fibre Plates,4.2,119,505,6,--
9226,AEREN IT Solutions,2.7,119,508,9,--
9227,BEKEM Infra Projects,3.7,119,392,6,--
9228,Integral University,3.6,119,363,3,--
9229,Dormakaba India,3.7,119,584,2,1
9230,Yuto Printing and Packaging,3.5,119,710,19,--
9231,Dubai Electricity & Water Authority (DEWA),3.4,119,394,11,--
9232,NU Hospitals,3.9,119,359,9,12
9233,NirogStreet,2.9,120,439,15,5
9234,Dhanuka Laboratories,3.8,119,525,7,--
9235,Woxsen University,3.2,119,355,23,--
9236,Pace IIT & Medical,3.2,119,470,5,--
9237,Mani Group,3.5,119,354,6,--
9238,Zeomega Infotech,3.6,119,912,11,6
9239,InfinityLabs,3.9,119,814,13,2
9240,Core Energy Systems Limited,3.7,119,493,14,--
9241,Caterpillar Signs,3.3,119,514,5,13
9242,Zeomega Infotech,3.6,119,912,11,6
9243,InfinityLabs,3.9,119,814,13,2
9244,Manipal Global Education Services,3.6,119,881,3,--
9245,SAIL Bokaro Steel Plant,4.0,119,395,18,--
9246,Neural IT,3.1,119,541,20,25
9247,EasyBuy Lifestyle,3.8,119,402,5,--
9248,Kcm Appliances,3.6,119,512,4,8
9249,POWERCON Ventures India,3.5,119,443,12,--
9250,La opala rg,3.7,119,452,5,--
9251,R M Chemicals,3.4,119,446,14,1
9252,Bharatiya Vidya Bhavan,4.0,119,305,2,1
9253,ERD Technologies,3.7,119,545,8,9
9254,Detroit Engineered Products,3.2,119,890,13,23
9255,ACS Group,3.4,118,710,15,--
9256,iB Hubs,4.1,118,218,6,--
9257,Government Polytechnic College,4.0,118,324,6,--
9258,uCertify,3.7,118,366,20,--
9259,The Web Plant,2.9,118,315,9,--
9260,Mawai Infotech,3.2,118,591,11,1
9261,Ador Powertron,3.6,118,474,9,3
9262,Smpp,3.6,118,240,6,1
9263,Felix Hospital,3.3,118,556,12,6
9264,RD Public School,3.9,118,493,5,4
9265,Municipal Corporation of Greater Mumbai,3.6,118,486,4,--
9266,Ayushman Hospital & Health Services,3.8,118,503,4,7
9267,Pharmaffiliates Analytics Synthetics,3.9,118,424,16,9
9268,Appventurez,3.0,118,687,18,--
9269,Ministry of Rural Development India,3.8,118,510,6,3
9270,Noida International University,3.2,118,479,5,--
9271,EMDAD LLC,4.2,118,302,12,--
9272,Wockhardt Biotech Park,3.9,118,381,7,--
9273,Centric Consulting,3.5,118,949,19,3
9274,Vistaprint,3.6,118,457,11,--
9275,Nitin Spinners,4.4,118,460,4,--
9276,Biyani Technologies,3.9,118,248,32,4
9277,ATS Services,3.8,118,436,11,3
9278,HERO ECOTECH,3.7,118,485,12,--
9279,Ghodawat Consumer Products,3.3,118,429,6,3
9280,EMDAD LLC,4.2,118,302,12,--
9281,Ghodawat Consumer Products,3.3,118,429,6,3
9282,Cybernetik Technologies,4.1,118,635,7,--
9283,Astro Arun Pandit,4.0,118,132,39,1
9284,Affordable Robotic and Automation,2.7,118,610,4,--
9285,TM International Logistics,3.6,118,382,9,--
9286,My Engineering Buddy,4.7,118,5,9,--
9287,NexWave Talent Management Solutions,3.2,119,651,10,--
9288,Creative Info-link,2.6,118,325,4,--
9289,uCertify,3.7,118,366,20,--
9290,The Web Plant,2.9,118,315,9,--
9291,Terminal Technologies (i),4.2,118,509,8,1
9292,Site Engineering,4.2,118,1k,8,--
9293,Union Mutual Fund,3.4,118,549,9,--
9294,Ayushman Hospital & Health Services,3.8,118,503,4,7
9295,Mawai Infotech,3.2,118,591,11,1
9296,Ador Powertron,3.6,118,474,9,3
9297,Municipal Corporation of Greater Mumbai,3.6,118,486,4,--
9298,Smpp,3.6,118,240,6,1
9299,Appventurez,3.0,118,687,18,--
9300,Ministry of Rural Development India,3.8,118,510,6,3
9301,ATS Services,3.8,118,436,11,3
9302,Wildnet Technologies,4.6,118,506,14,22
9303,BAPS Shastriji Maharaj Hospital,4.4,118,127,--,--
9304,Sjr Prime Corporation,4.0,118,305,14,1
9305,HERO ECOTECH,3.7,118,485,12,--
9306,GlobalHunt,3.7,118,698,16,--
9307,SPS Hospitals,3.8,118,278,6,10
9308,Shiv Nadar University,4.2,118,616,10,5
9309,Suhail Bahwan Automobiles,4.4,118,290,3,--
9310,Acme Services,4.3,118,274,33,--
9311,Nissan Digital,3.5,118,754,9,--
9312,Nagravision,3.6,118,807,18,--
9313,Gateway Distriparks,3.4,118,553,6,4
9314,ACPL Systems,3.4,118,710,7,--
9315,The Digital Group Infotech,3.5,118,840,7,50
9316,Twin Health,3.0,118,544,9,6
9317,Br.CAT International,3.8,118,199,13,--
9318,Acme Industries,4.0,118,289,6,--
9319,Bird Group,3.0,118,574,9,--
9320,91 Springboard Business Hub,3.9,118,530,11,23
9321,IndiQube,4.1,118,895,13,--
9322,Ksk Energy Ventures,4.5,118,394,5,2
9323,Keltron,4.1,117,339,6,--
9324,Alchemist Hospital,4.2,117,400,2,8
9325,Trimed Solutions India,3.6,117,284,7,9
9326,SAAB ENGINEERING,4.3,117,530,4,4
9327,Marc Enterprises,3.5,117,470,6,--
9328,Infotree Global Solutions,3.4,117,390,8,--
9329,Sher-I-Kashmir Institute of Medical Sciences,4.2,117,257,4,--
9330,IMARC Group,3.3,117,404,20,--
9331,Railrestro.com,4.4,117,57,8,--
9332,Pipeline Infrastructure,4.2,118,461,7,1
9333,Grew Energy,4.2,117,376,7,--
9334,U K Paints,3.0,117,358,13,--
9335,Consort Builders,4.4,118,389,12,3
9336,Rajasthan Antibiotics,3.5,117,375,10,--
9337,Comed Chemicals,3.8,117,464,13,5
9338,Hitachi Rail STS,4.0,117,437,6,--
9339,Wizertech Informatics,4.3,117,497,2,3
9340,Rhydburg Pharmaceuticals,2.7,117,380,7,3
9341,Shiv Enterprises,3.8,117,665,5,10
9342,Drip Capital,3.4,117,548,11,21
9343,Shri Venkateshwara University,3.7,117,461,7,17
9344,NovelVox Softwares India Pvt. Ltd.,4.3,117,468,30,--
9345,Tecosim Engineering Services,3.3,117,570,18,--
9346,Zenith Industrial Rubber Products,3.5,117,514,10,7
9347,KTM,3.7,117,372,3,--
9348,SDG Software,3.8,117,561,11,10
9349,Namaste Credit,3.1,117,589,10,--
9350,Pratian Technologies,2.4,117,557,9,--
9351,Bharat Intern,3.9,117,69,11,--
9352,Syscom Corporation,4.6,117,381,4,--
9353,SAAB ENGINEERING,4.3,117,530,4,4
9354,PSRI Hospital,3.9,117,444,1,1
9355,Masters Management Consultants,4.0,117,377,4,--
9356,Trimed Solutions India,3.6,117,284,7,9
9357,Success Pact Consulting,3.9,117,297,13,--
9358,Grew Energy,4.2,117,376,7,--
9359,Pipeline Infrastructure,4.2,118,461,7,1
9360,U K Paints,3.0,117,358,13,--
9361,Sher-I-Kashmir Institute of Medical Sciences,4.2,117,257,4,--
9362,IMARC Group,3.3,117,404,20,--
9363,Railrestro.com,4.4,117,57,8,--
9364,Marc Enterprises,3.5,117,470,6,--
9365,Wizertech Informatics,4.3,117,497,2,3
9366,Hitachi Rail STS,4.0,117,437,6,--
9367,Comed Chemicals,3.8,117,464,13,5
9368,NASSCOM,3.4,117,639,11,8
9369,Veena world,3.9,117,467,1,38
9370,BITS Pilani,3.8,117,577,12,--
9371,Bernhard Schulte Shipmanagement,4.1,117,500,5,11
9372,Go-Jek,3.7,117,1.2k,31,5
9373,Glance,3.3,117,840,17,22
9374,TDS Group,4.0,117,482,8,--
9375,KLC CONSTRUCTION,3.8,117,474,7,--
9376,Saarloha Advanced Materials,3.3,117,576,7,--
9377,Rippling,2.7,117,1.5k,49,20
9378,Interview Kickstart,3.9,118,454,28,17
9379,Citi Style,4.2,117,261,7,1
9380,Golcha Associated Group,3.8,117,406,8,4
9381,APPL Industries,3.5,117,578,4,--
9382,Geekyants Software,3.4,117,1k,30,65
9383,Ramkrishna Care Hospital,3.6,117,373,5,--
9384,Intech Creative Services,3.7,117,872,13,6
9385,National Public School,3.6,117,607,7,17
9386,ams OSRAM,3.2,117,730,5,30
9387,Colorshine Coated,3.8,117,382,7,--
9388,Jamkash Vehicleades,3.3,117,265,4,1
9389,Steelcase Asia Pacific Holdings India,3.5,117,741,6,--
9390,Wealth Clinic,3.0,117,408,12,7
9391,M.P. State Electronics Development Corporation,3.6,117,474,6,--
9392,Walkin Manpower Solution,4.3,117,12,37,--
9393,Forever 21,3.7,116,239,2,--
9394,First Quantum Minerals,4.2,116,26,14,--
9395,Hamad Medical Corporation,4.0,116,245,5,--
9396,Epicu Agro Products,3.2,116,429,5,--
9397,Teaching at home,4.4,116,801,25,--
9398,R K Construction,4.1,116,555,5,--
9399,6Sense,3.5,116,619,14,--
9400,6Sense,3.5,116,619,14,--
9401,Sterling E-Mobility Solutions,3.6,116,416,11,7
9402,The Walt Disney Company,4.3,116,1k,13,2
9403,Encore Healthcare,3.6,116,369,1,2
9404,Paradigm IT,3.5,116,608,5,--
9405,Vasu Chemicals,3.8,116,429,14,--
9406,SAP Ariba,3.7,116,944,3,--
9407,Lyka Labs,3.7,117,506,9,12
9408,Relinns Technologies,4.5,116,173,19,44
9409,Simeio Solutions,3.7,116,853,8,15
9410,RNS Motors,3.4,116,438,6,2
9411,CoreEL Technologies,3.9,116,855,7,10
9412,Adaequare,3.5,116,767,9,10
9413,TAM Media Research,3.8,116,381,4,2
9414,Velan Info Services,3.3,116,429,10,2
9415,Bioplus Life Sciences,3.5,116,629,8,4
9416,JMD Group,3.9,116,568,4,--
9417,Netxcell,3.3,116,643,7,4
9418,Securitrans India,4.0,116,346,8,--
9419,Lincoln Electric,3.9,116,676,7,--
9420,Dream India Schools,3.7,116,255,7,--
9421,Hidoc Dr,4.8,117,100,34,5
9422,Arki Techno Consultants,2.8,116,331,4,--
9423,Fotografik Enterprises,3.5,116,355,5,--
9424,Oxigen Services,4.4,116,409,3,--
9425,Hotel Sahara Star,3.9,116,388,2,10
9426,Durovalves India,3.3,116,373,7,--
9427,Govt of Karnataka,3.7,116,551,3,--
9428,Privi Life Sciences,3.5,116,453,4,--
9429,Eben Telecom,3.9,116,308,12,--
9430,Relinns Technologies,4.5,116,173,19,44
9431,SAP Ariba,3.7,116,944,3,--
9432,Lyka Labs,3.7,117,506,9,12
9433,Simeio Solutions,3.7,116,853,8,15
9434,Encore Healthcare,3.6,116,369,1,2
9435,Vasu Chemicals,3.8,116,429,14,--
9436,The Walt Disney Company,4.3,116,1k,13,2
9437,Paradigm IT,3.5,116,608,5,--
9438,RNS Motors,3.4,116,438,6,2
9439,Sterling E-Mobility Solutions,3.6,116,416,11,7
9440,Epicu Agro Products,3.2,116,429,5,--
9441,Hamad Medical Corporation,4.0,116,245,5,--
9442,Arki Techno Consultants,2.8,116,331,4,--
9443,Fotografik Enterprises,3.5,116,355,5,--
9444,R K Construction,4.1,116,555,5,--
9445,Durovalves India,3.3,116,373,7,--
9446,Govt of Karnataka,3.7,116,551,3,--
9447,Mahabal Group of Industries,3.7,116,521,2,--
9448,Eben Telecom,3.9,116,308,12,--
9449,Windals Precision,3.4,116,521,5,--
9450,MAMTA Health Institute for Mother and child,4.2,116,268,3,--
9451,Kpn Farm Fresh,3.7,116,387,7,2
9452,Tupperware,3.6,116,517,6,1
9453,Radiant Polymers,4.1,116,535,7,--
9454,Tolaram Group,4.1,116,254,6,--
9455,Techversant Infotech,3.5,116,536,15,19
9456,bluCognition,3.3,116,548,8,9
9457,Biodeal Pharmaceuticals Limited,4.0,117,334,14,--
9458,GALAXY OFFICE AUTOMATION,4.1,116,514,12,18
9459,Bridgenext,3.5,116,742,10,4
9460,Faze Three,3.4,116,623,11,1
9461,Mitratech,3.8,116,949,13,11
9462,Vertoz,3.2,117,468,14,9
9463,PNG Jewellers,4.5,116,377,13,5
9464,Biomerieux,3.3,116,409,8,1
9465,Highly Electrical Appliances India,3.5,116,624,4,9
9466,IBCC Industries,4.0,116,400,12,--
9467,Patanjali Parivahan,3.7,117,458,9,--
9468,Gram Tarang Employability Training Services,3.8,116,340,6,3
9469,PaywithRING,4.2,116,323,18,1
9470,RED CHIEF,4.0,115,292,6,--
9471,Piscesia Power Transmission,4.5,115,68,1,--
9472,DY Patil University,3.4,115,700,11,--
9473,Net Business Solutions,3.7,115,643,4,--
9474,Central Electronics,3.8,115,551,7,--
9475,Parekh Group,3.8,115,621,6,4
9476,Learnbay,3.8,115,435,5,--
9477,Dexian DISYS,3.3,115,672,16,12
9478,Nureca Limited,4.2,115,413,10,5
9479,SoftProdigy System Solutions,3.7,115,375,7,5
9480,Minda Silca Engineering,4.0,115,512,10,8
9481,Sobha Projects and Trade,4.1,116,589,7,--
9482,MPOnline,3.2,115,457,6,--
9483,Kaplan,4.1,115,915,15,8
9484,AGC Networks,3.1,115,621,4,--
9485,NDTV Network,3.3,115,619,4,--
9486,Shrim Bhanu Construction,3.6,115,499,5,--
9487,Freshers Universe,4.2,115,629,20,--
9488,GOOD,4.4,115,248,70,--
9489,Scorg International,3.5,115,648,11,--
9490,Affordplan,3.2,115,469,13,--
9491,Spack Automotives,3.2,115,485,14,--
9492,Nirmaan Organization,3.7,115,369,8,10
9493,Kamal Ced Solution,4.2,115,385,8,--
9494,Glowlogics Solutions,4.3,115,32,56,--
9495,Skanray Technologies,2.6,115,631,5,--
9496,Panchayati Raj,3.5,115,284,--,--
9497,Hindustan Copper,3.9,115,587,4,--
9498,VST Motors,3.7,115,466,7,7
9499,Input Zero Technologies,3.5,115,575,8,12
9500,Piscesia Power Transmission,4.5,115,68,1,--
9501,DY Patil University,3.4,115,700,11,--
9502,Net Business Solutions,3.7,115,643,4,--
9503,RED CHIEF,4.0,115,292,6,--
9504,Central Electronics,3.8,115,551,7,--
9505,Sobha Projects and Trade,4.1,116,589,7,--
9506,Minda Silca Engineering,4.0,115,512,10,8
9507,SoftProdigy System Solutions,3.7,115,375,7,5
9508,MPOnline,3.2,115,457,6,--
9509,Dexian DISYS,3.3,115,672,16,12
9510,Scorg International,3.5,115,648,11,--
9511,Nirmaan Organization,3.7,115,369,8,10
9512,Khosla Profil Private Limited,3.4,115,542,19,2
9513,Skanray Technologies,2.6,115,631,5,--
9514,Glowlogics Solutions,4.3,115,32,56,--
9515,SKM Animal Feeds and Foods,3.3,115,569,5,--
9516,Room to Read,3.7,115,296,13,37
9517,Seeh Al Sarya Engineering,3.7,115,413,1,--
9518,Coldex Logistics,3.2,115,544,5,--
9519,Revv,3.9,115,525,6,--
9520,Coldex Logistics,3.2,115,544,5,--
9521,SKM Animal Feeds and Foods,3.3,115,569,5,--
9522,Han River Technology,3.4,115,304,5,10
9523,Madhu Silica,3.8,115,568,8,13
9524,Axis Risk Consulting Services,3.5,115,715,6,--
9525,Quadlabs Technologies,3.2,115,406,6,11
9526,Derewala Jewellery Industries,3.4,115,551,9,6
9527,Trend Technologies,4.0,115,449,13,1
9528,IND-SPHINX PRECISION,4.2,115,401,6,--
9529,TEJRAJ PROMOTERS & BUILDERS,4.4,115,115,33,40
9530,Shree Maruti Integrated Logistics,3.5,115,330,6,2
9531,Anand Mando E-Mobility,3.9,115,287,7,--
9532,Kun Hyundai,3.8,115,590,6,1
9533,Seven Seas Hotel,2.9,115,372,5,--
9534,Alter Domus,2.9,116,817,10,59
9535,Oswal Woollen Mills,4.0,115,430,4,--
9536,Stratogent Technology Services,3.1,115,721,10,13
9537,InSemi Technology Services,3.8,115,1.1k,16,10
9538,Presto Stantest,4.0,115,348,5,2
9539,TableSpace Technologies,3.1,115,541,24,3
9540,Qualified Recruiter,4.3,115,268,17,1
9541,Waah Jobs,4.1,115,452,7,--
9542,Pixis,3.7,115,672,14,--
9543,Palsons Derma,3.2,115,326,11,3
9544,Rotomaker,3.7,115,401,4,13
9545,Raj Process Equipments And System,3.8,115,387,15,28
9546,Shreeja Mahila Milk Producer Company,4.2,115,309,7,--
9547,Advanz Pharma,4.0,115,470,9,1
9548,Diversey India Hygiene,3.9,115,620,8,--
9549,Ebullient Securities,3.2,115,402,17,--
9550,Driver Logistics,4.2,115,471,5,1
9551,24seven,4.4,114,411,6,--
9552,Azkka Pharmaceuticals,4.6,114,158,15,--
9553,Digiglobe Solutions,4.8,114,5,3,--
9554,Mavrix,3.4,114,350,9,--
9555,Shindengen,3.8,115,590,6,6
9556,Nath Bio - Genes,4.3,114,344,7,--
9557,Vijay Raja Homes,4.2,114,475,7,14
9558,AddWeb Solution,4.4,114,181,6,19
9559,Exl Technosolutions,3.9,114,889,6,--
9560,T.R. Sawhney Motors,3.8,114,347,--,--
9561,Pinnacle Life Science,3.6,114,573,6,7
9562,ADA Tech Solutions Private Limited,3.7,114,335,10,102
9563,Soffit Infrastructure Services,3.6,114,308,6,14
9564,VALEUR FABTEX,3.3,114,324,7,5
9565,VProtect,3.2,114,334,10,--
9566,Finulent Solutions,4.0,115,446,27,1
9567,2050 Healthcare,3.1,114,317,1,--
9568,Statcon Energiaa,4.1,114,511,7,1
9569,Vaibhav Plasto Printing & Packaging,4.1,115,420,13,7
9570,Udaan Express,4.3,114,204,7,--
9571,First Data,4.2,114,611,1,--
9572,Model Infra Corporation,3.3,114,701,1,1
9573,Indus Health Plus,3.4,114,447,5,11
9574,Hard Rock Cafe,4.3,114,377,4,--
9575,BramhaCorp,3.6,114,598,12,6
9576,Stridely Solutions,3.1,114,748,9,--
9577,Accentuate IT Solutions,4.1,114,981,32,--
9578,Ingenuity Gaming,3.0,114,899,17,1
9579,Jaycee Punching Solution,4.2,114,428,4,1
9580,Arya Iron & Steel Co.,4.3,114,448,12,--
9581,NICE Actimize,3.4,114,653,22,--
9582,The Good Glamm Group,3.2,114,623,7,--
9583,Amalgamations Valeo Clutch,3.4,114,611,5,3
9584,Nkgsb CO-OP Bank,4.2,114,449,2,1
9585,Indian Red Cross Society,3.9,114,281,4,5
9586,AGI Greenpac,3.8,114,513,5,3
9587,Maharashtra Feeds,3.1,114,390,6,10
9588,Matrix Clothing,4.0,114,413,4,2
9589,NatureNurture,4.3,114,91,8,--
9590,Cethar,3.2,114,335,4,--
9591,Tecno Mobile,3.7,114,322,12,--
9592,Ministry Of Education,3.4,114,362,3,--
9593,Beetel Teletech,3.8,114,492,5,--
9594,Emblix Solutions,4.5,114,110,4,6
9595,Global Talent Track,3.3,114,492,11,7
9596,IMA-PG,3.8,114,551,7,--
9597,Srmb Steel,3.6,114,384,9,--
9598,Vishal Enterprises,4.2,114,463,4,--
9599,Avantel,3.8,114,573,15,4
9600,National Dairy Development Board,3.9,114,446,3,--
9601,Dana Group,3.9,114,547,--,--
9602,DiTech Process Solutions,3.3,114,345,12,2
9603,Choksi Laboratories,2.7,114,487,3,2
9604,Voltas Beko Home Appliances,3.6,114,498,14,--
9605,Loylty Rewardz Mngt,3.8,114,940,13,--
9606,Lexmark International,3.9,114,687,10,--
9607,Coastal Projects,3.9,114,293,6,--
9608,TechRBM,4.7,114,157,10,13
9609,ABK Imports,4.2,114,397,8,1
9610,Netradyne Technology,3.1,115,920,8,39
9611,GoldenSource,3.2,114,911,13,8
9612,Stallion Laboratories,3.2,114,662,5,--
9613,CNK & Associates,3.4,114,582,7,--
9614,Shriji Polymers,3.9,114,471,7,--
9615,Pebs Pennar,3.3,114,553,11,--
9616,New Horizon College of Engineering,3.6,114,334,10,--
9617,Medsource Ozone Biomedicals,3.4,114,369,8,1
9618,Xoxoday,2.9,114,778,7,15
9619,Analog Devices,3.9,114,1.1k,32,122
9620,CNK & Associates,3.4,114,582,7,--
9621,Xoxoday,2.9,114,778,7,15
9622,Analog Devices,3.9,114,1.1k,32,122
9623,Matrix Clothing,4.0,114,413,4,2
9624,AGI Greenpac,3.8,114,513,5,3
9625,Archies,3.2,115,531,4,8
9626,Rij Engineering,4.2,114,467,6,1
9627,Kama Jewelry,4.2,114,178,11,8
9628,Delta Exchange,4.8,114,184,37,3
9629,GlowTouch,2.9,114,742,7,--
9630,Resmed,4.2,114,648,26,9
9631,Projects & Development India,4.1,114,524,5,--
9632,FINE COMPONENTS AND TOOLS,3.5,114,599,10,--
9633,Gurit India,4.0,114,496,13,--
9634,ANS Commerce,3.6,114,775,5,--
9635,Aagna Global Solutions,3.4,113,260,4,--
9636,Quale Infotech,4.4,113,141,4,1
9637,Saija Finance,4.5,113,317,2,--
9638,Maharashtra State Power Generation Company,4.2,113,215,--,--
9639,Rishita Developers,4.1,113,401,5,3
9640,Vendasta Technology (India) Private Limited,3.9,113,270,11,--
9641,21K School,3.5,113,264,10,41
9642,LA Technologies,4.0,113,348,30,12
9643,Yellow Banana Food Company,3.3,113,437,7,--
9644,Bop Realty,4.6,113,295,8,1
9645,BYD India,3.2,113,636,8,10
9646,Credit Information Bureau,3.5,114,817,4,--
9647,Velvex,3.7,113,428,15,--
9648,Marwadi University,3.8,113,400,13,--
9649,Grohe,4.0,113,438,9,--
9650,Unimark Remedies,3.6,113,336,6,--
9651,Meru Accounting,3.6,113,205,14,--
9652,Le Mei Plastic Manufacturing,3.3,113,563,11,--
9653,Ashwini Hospital,3.1,113,426,1,--
9654,Mersen,3.6,113,553,6,1
9655,B.L. Harbert International,3.4,113,248,6,--
9656,Sage IT,3.5,113,842,17,17
9657,QASolvers,3.8,113,52,30,11
9658,Parsvnath Developers,2.7,113,397,4,--
9659,Techjays,4.2,113,234,21,--
9660,IL&FS Skills Development Corporation,4.1,113,203,4,--
9661,Associative,4.9,113,51,115,3
9662,Umano Healthcare,4.5,113,112,2,1
9663,HumanHire Corp.,4.6,113,43,39,--
9664,ekincare,3.1,113,596,12,5
9665,DNV GL,3.9,113,479,6,--
9666,Tiwana Oil Mills,3.5,113,314,7,--
9667,Digitas,3.4,113,883,6,--
9668,U&D Square Solutions,3.7,113,293,12,--
9669,Shree Shubham Logistics,4.4,113,346,4,1
9670,Prodocs Solutions,3.5,113,305,13,1
9671,Mojj Engineering Systems,3.7,113,470,7,--
9672,Vasant Chemicals,4.1,113,405,3,--
9673,Reebok,4.3,113,309,7,--
9674,Voltamp Transformers,4.0,113,647,12,6
9675,Lahori Zeera,4.0,113,244,5,--
9676,21K School,3.5,113,264,10,41
9677,BYD India,3.2,113,636,8,10
9678,Credit Information Bureau,3.5,114,817,4,--
9679,Bop Realty,4.6,113,295,8,1
9680,ADG Online Solutions,2.5,113,533,6,5
9681,AMR INDIA,4.2,113,460,14,--
9682,FitterFly,3.4,113,311,5,--
9683,Quality Needles,3.6,113,467,14,--
9684,Lahori Zeera,4.0,113,244,5,--
9685,TaeguTec,4.1,113,489,7,--
9686,Velocity Software Solutions,4.0,113,352,23,--
9687,ATS Group,4.1,113,839,11,--
9688,Versa Drives,4.2,113,279,5,10
9689,ERGO Technology & Services,3.5,113,892,15,13
9690,anovIP,3.3,113,342,9,5
9691,Oswal Industries,3.5,113,460,4,--
9692,DTCC,3.7,113,1.1k,21,228
9693,Vasu Healthcare,4.2,113,502,2,5
9694,Daloopa,3.2,113,804,24,3
9695,Sunrise Biztech Systems,3.4,113,506,12,7
